Id,PID,Garage Finish,Garage Cars,SalePrice,Combined Area,House Age,Garage Age,Years since Remod/Add,Total Rooms AbvGrd,Combined House Qual,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
626,535125070,1.0,2.0,256000,3671.0,43,43.0,1,7,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
722,902401130,1.0,2.0,143000,2456.0,89,79.0,21,8,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2260,916384050,3.0,2.0,231713,3811.0,1,0.0,0,9,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1639,527226040,1.0,3.0,155000,3352.0,38,38.0,17,9,180.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,923252100,1.0,1.0,128500,1896.0,25,25.0,25,5,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,909177120,1.0,1.0,168000,2964.0,87,87.0,58,9,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1665,527402240,3.0,2.0,184000,2688.0,35,35.0,3,9,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2635,535478110,0.0,0.0,124000,2050.0,44,44.0,44,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
581,534127130,2.0,2.0,185000,3499.0,39,39.0,39,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2435,528240080,2.0,2.0,230500,3846.0,6,6.0,6,10,512.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,907285010,2.0,3.0,227000,3548.0,8,8.0,8,11,336.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,907414080,3.0,2.0,173500,2754.0,4,4.0,4,10,384.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2537,534201300,2.0,1.0,140000,2057.0,38,38.0,38,7,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1120,528439010,3.0,2.0,247000,3400.0,2,2.0,1,8,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
774,905107310,3.0,2.0,149900,1994.0,31,31.0,31,6,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1447,907202010,1.0,2.0,158000,2566.0,30,30.0,30,6,180.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,533223100,2.0,2.0,147110,2106.0,7,7.0,7,7,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2694,903454080,1.0,1.0,119500,2354.0,69,69.0,56,9,162.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,909275080,1.0,2.0,205000,2847.0,69,48.0,59,8,135.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,535379110,0.0,0.0,148000,2270.0,112,112.0,8,8,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,527146030,2.0,2.0,236500,3819.0,15,15.0,14,7,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2848,909176180,1.0,1.0,137000,2849.0,68,68.0,56,8,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
614,534431130,2.0,1.0,122000,2250.0,54,54.0,54,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1736,528222030,3.0,2.0,176485,3040.0,0,0.0,0,8,448.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2686,903400030,1.0,1.0,109000,1842.0,81,81.0,56,5,135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2257,916253320,3.0,1.0,330000,3290.0,9,9.0,9,7,448.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,902100020,1.0,1.0,143000,1633.0,0,0.0,0,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1765,528340030,3.0,3.0,410000,5292.0,9,9.0,9,12,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1811,531380110,2.0,2.0,201000,3120.0,13,13.0,13,10,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2603,535380130,1.0,2.0,80000,3485.0,96,71.0,56,9,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2220,909282020,1.0,1.0,259500,3528.0,62,62.0,5,12,216.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2273,916477060,3.0,2.0,279900,4060.0,4,4.0,3,14,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
163,535453070,2.0,1.0,154000,2797.0,51,51.0,16,8,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2116,906426060,3.0,2.0,277000,3977.0,49,49.0,1,9,384.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,905403050,1.0,1.0,128000,2164.0,64,64.0,56,7,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,528108010,2.0,3.0,256300,4056.0,2,2.0,2,9,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2216,909276210,1.0,1.0,188000,2916.0,77,77.0,4,9,144.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,916475100,3.0,3.0,312500,4365.0,4,4.0,4,9,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,533212010,2.0,2.0,151000,2280.0,6,6.0,5,7,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1680,527451170,1.0,2.0,122500,2570.0,36,36.0,36,8,135.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,531371070,2.0,2.0,188000,3073.0,5,5.0,5,10,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2761,906394010,2.0,2.0,209700,3392.0,1,1.0,0,11,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,527256030,2.0,2.0,441929,5178.0,1,1.0,1,9,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1141,531382110,2.0,2.0,163000,3040.0,15,15.0,14,10,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2118,906475110,3.0,2.0,187500,3363.0,41,41.0,0,12,216.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,907275010,3.0,2.0,220000,3496.0,10,10.0,9,7,512.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,534201040,2.0,1.0,127000,2364.0,40,40.0,14,6,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,535327140,1.0,1.0,107500,1219.0,55,43.0,3,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1318,902328040,0.0,0.0,128000,2226.0,94,94.0,7,11,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1285,902100030,1.0,2.0,73000,1948.0,83,43.0,4,5,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2400,528164040,3.0,3.0,374000,4458.0,3,3.0,2,8,900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1068,528178070,3.0,3.0,421250,4874.0,7,7.0,6,13,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
361,527164060,2.0,2.0,178000,2790.0,17,16.0,16,10,216.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,908128050,2.0,2.0,137500,2907.0,36,34.0,36,8,144.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,528390020,3.0,2.0,301500,4664.0,14,14.0,14,9,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
911,909250080,1.0,1.0,105000,2005.0,74,83.0,59,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2535,534201260,2.0,2.0,157500,2456.0,38,38.0,2,5,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2030,903430050,1.0,1.0,117000,2399.0,106,87.0,57,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2634,535478090,1.0,1.0,105000,2064.0,44,44.0,44,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1530,909256060,1.0,1.0,115000,2943.0,72,72.0,58,7,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,528112040,2.0,3.0,360000,4306.0,1,1.0,1,9,1125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
812,906226110,1.0,2.0,118858,1935.0,30,30.0,30,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1202,534251280,1.0,2.0,173000,2916.0,42,42.0,8,9,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
666,535383120,1.0,1.0,78500,1675.0,119,50.0,11,6,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1751,528240020,3.0,2.0,183500,3000.0,3,3.0,3,10,448.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,902135020,1.0,2.0,93000,2448.0,56,35.0,56,5,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1744,528228375,3.0,3.0,226500,3625.0,4,4.0,4,9,512.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,527163040,2.0,2.0,178000,2750.0,16,16.0,15,10,288.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,907192120,2.0,2.0,226000,3490.0,4,4.0,4,9,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,924100060,2.0,2.0,173000,3314.0,40,40.0,40,9,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
562,532378120,1.0,1.0,62383,2088.0,44,44.0,44,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1054,528104080,3.0,3.0,446261,5023.0,0,0.0,0,14,1125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2850,909250070,1.0,1.0,160000,2415.0,80,80.0,9,7,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1082,528228405,2.0,3.0,219990,3637.0,4,4.0,4,9,448.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,907187080,2.0,2.0,191000,3524.0,9,9.0,8,8,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,903201090,1.0,1.0,136500,2124.0,82,38.0,13,7,135.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,905475520,1.0,1.0,80000,1251.0,49,49.0,13,6,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,527302080,1.0,3.0,229000,4173.0,18,18.0,18,12,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
248,906223090,3.0,2.0,236000,3573.0,17,17.0,16,11,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2276,921128030,3.0,3.0,392000,4580.0,1,1.0,0,10,1250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
755,903451090,1.0,1.0,149000,2966.0,82,82.0,59,10,162.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,533236090,3.0,2.0,345000,4209.0,10,10.0,9,10,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2636,902100110,1.0,2.0,169000,3354.0,106,106.0,1,10,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2077,905377050,1.0,1.0,109900,2062.0,61,61.0,57,5,108.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,924151050,3.0,3.0,188000,3646.0,13,13.0,12,12,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
737,903227090,1.0,1.0,132500,2472.0,70,70.0,59,7,162.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,907126050,2.0,1.0,143000,2420.0,15,14.0,15,6,135.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,905478140,1.0,1.0,125000,2940.0,56,56.0,56,8,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,528114010,3.0,3.0,415000,4821.0,1,1.0,1,9,1125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,902402130,1.0,2.0,125500,2513.0,100,44.0,60,7,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,535175030,2.0,1.0,139000,3210.0,51,51.0,21,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
432,528110010,2.0,3.0,451950,4860.0,1,1.0,1,13,1250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
900,908275040,0.0,0.0,119900,3356.0,50,50.0,50,12,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,916455070,3.0,2.0,220000,3034.0,8,8.0,7,8,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1612,526352080,1.0,2.0,167300,3699.0,36,36.0,36,9,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
904,909101100,1.0,1.0,122000,2274.0,68,69.0,59,7,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,532351090,1.0,2.0,125000,3960.0,43,43.0,43,12,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1304,902205090,3.0,1.0,112500,2144.0,51,51.0,51,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2112,906394020,2.0,2.0,191000,3252.0,2,2.0,1,10,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,535180100,1.0,1.0,136000,2448.0,50,50.0,50,6,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
843,907175100,2.0,2.0,197900,3191.0,11,11.0,11,9,336.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,903430090,1.0,1.0,117000,2375.0,96,56.0,3,6,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2753,906380170,2.0,2.0,194000,3051.0,0,0.0,0,8,448.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,533215030,2.0,2.0,285000,3165.0,7,7.0,7,7,720.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1376,904351280,0.0,0.0,127500,1999.0,68,68.0,9,8,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,533128030,2.0,2.0,268000,3980.0,14,14.0,6,12,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1987,902206270,1.0,2.0,137000,3215.0,107,72.0,57,10,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1190,534129060,1.0,2.0,215000,3818.0,41,41.0,41,10,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1930,535300040,2.0,1.0,129500,2768.0,52,52.0,52,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2677,903231190,1.0,1.0,115000,2480.0,70,70.0,56,8,180.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,535375160,1.0,1.0,114000,2194.0,83,76.0,58,6,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2484,531478010,1.0,1.0,107000,2496.0,40,40.0,40,6,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1253,535352080,1.0,1.0,118500,2384.0,61,61.0,58,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1337,903227080,2.0,1.0,120000,2228.0,79,79.0,58,6,162.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,528439040,2.0,2.0,260000,3560.0,2,2.0,2,9,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
141,535152130,2.0,1.0,136000,2594.0,51,51.0,51,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1669,527404140,1.0,4.0,123000,2210.0,36,33.0,36,6,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1366,903458110,0.0,0.0,89500,1725.0,88,88.0,58,7,108.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,528218150,3.0,2.0,199500,3078.0,5,5.0,5,8,384.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,905104080,1.0,1.0,109900,2188.0,42,42.0,42,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
919,909257050,1.0,1.0,234000,3638.0,83,83.0,5,11,448.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,907290230,2.0,2.0,155900,2116.0,2,2.0,2,4,384.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,905229040,1.0,1.0,161500,3196.0,52,52.0,20,9,108.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,916176030,2.0,2.0,137500,2688.0,51,51.0,51,8,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
187,902401060,0.0,0.0,76500,3096.0,100,100.0,60,14,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2074,905352180,1.0,2.0,211000,3732.0,19,19.0,18,11,288.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,527427110,3.0,2.0,181000,3253.0,10,10.0,9,7,384.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1210,534401130,2.0,2.0,174900,2782.0,42,42.0,42,8,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2710,905103140,2.0,2.0,164500,3048.0,40,40.0,40,7,135.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,528138060,2.0,2.0,214000,3584.0,6,6.0,6,9,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1026,527354160,1.0,2.0,185000,3271.0,28,28.0,20,10,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1343,903231080,1.0,1.0,123000,2176.0,79,18.0,58,7,108.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,914452090,2.0,2.0,183500,2786.0,28,28.0,28,7,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,533236040,1.0,2.0,174000,2709.0,8,8.0,7,8,512.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2076,905377020,1.0,2.0,130000,3352.0,54,54.0,54,8,135.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2641,902106040,1.0,2.0,178000,2915.0,81,81.0,16,8,315.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,527105010,3.0,2.0,189900,3039.0,13,13.0,12,9,180.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,907290180,3.0,2.0,144000,2116.0,6,6.0,5,5,384.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,910202100,1.0,1.0,120500,2064.0,78,6.0,1,6,216.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,907135040,1.0,2.0,145000,2866.0,15,14.0,14,8,180.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,527126030,2.0,2.0,251000,3645.0,7,7.0,7,8,640.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
218,905101310,0.0,0.0,136500,3536.0,42,42.0,42,10,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1504,908204160,0.0,0.0,82500,1152.0,53,53.0,53,8,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,912251110,1.0,1.0,57625,1090.0,99,34.0,59,5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,528175050,2.0,2.0,212500,3192.0,2,1.0,1,8,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2906,923203090,1.0,2.0,164000,2834.0,8,8.0,8,7,270.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
